,index,raw data name,raw data name round,chemical_ID_xma,mz_time xma,Name_xma,Formula_xma,MonoisotopicMass_xma,Adduct_xma
159,159,182.98420910108 / 26.3999996185303,182.984 / 26.4,C07598,182.984 / 26.4,Succimer;meso-23-Dimercaptosuccinic acid,C4H6O4S2,181.9708,M+H
160,160,182.984242821645 / 21.6000003814697,182.984 / 21.6,C07598,182.984 / 21.6,Succimer;meso-23-Dimercaptosuccinic acid,C4H6O4S2,181.9708,M+H
161,161,182.983969265585 / 32.4000015258789,182.984 / 32.4,C07598,182.984 / 32.4,Succimer;meso-23-Dimercaptosuccinic acid,C4H6O4S2,181.9708,M+H
162,162,183.049764564375 / 92.0999984741211,183.05 / 92.1,C19788,183.05 / 92.1,5-Nitroanthranilate;2-Amino-5-nitrobenzoate,C7H6N2O4,182.0328,M+H
163,163,183.079094513341 / 1368.59997558594,183.079 / 1368.6,C19230,183.079 / 1368.6,Diisopropyl sulfate,C6H14O4S,182.0613,M+H
164,164,183.082981705752 / 70.7999954223633,183.083 / 70.8,C19712,183.083 / 70.8,N-Hydroxy-L-phenylalanine;2-(Hydroxyamino)-3-phenylpropanoate,C9H11NO3,-,M+H_[+1]
165,165,183.110776986213 / 97.1999969482422,183.111 / 97.2,C20271,183.111 / 97.2,(1R)-223-Trimethyl-5-oxocyclopent-3-enylacetate,C10H14O3,182.0943,M+H
166,166,184.058697879144 / 86.000789642334,184.059 / 86,C16403,184.059 / 86,4-Amino-2-hydroxylamino-6-nitrotoluene,C7H9N3O3,183.0644,M+H
167,167,184.095141300076 / 620.699951171875,184.095 / 620.7,C19186,184.095 / 620.7,2-Amino-9H-pyrido23-bindole;2-Amino-alpha-carboline;A-alpha-C,C11H9N3,183.0796,M+H
168,168,184.615510279845 / 482.099975585938,184.616 / 482.1,C20513,184.616 / 482.1,6-Hydroxytryprostatin B;Desmethyltryprostatin A,C21H25N3O3,367.1896,M+2H
169,169,185.126385250712 / 210,185.126 / 210,C20324,185.126 / 210,(1S)-4-Hydroxy-223-trimethylcyclopent-3-enylacetate,C10H16O3,184.1099,M+H
170,170,185.116739372595 / 482.100006103516,185.117 / 482.1,C20410,185.117 / 482.1,4-Dimethylallyl-L-abrine;4-(3-Methylbut-2-enyl)-L-abrine,C17H22N2O2,286.1681,M+2ACN+2H
171,171,185.115087388583 / 652.499938964844,185.115 / 652.5,C19411,185.115 / 652.5,24-Diphenyldiamine;24-Diaminobiphenyl,C12H12N2,184.1,M+H
172,172,186.017038820973 / 39.2999992370605,186.017 / 39.3,C02703,186.017 / 39.3,L-Serine O-sulfate,C3H7NO6S,184.9994,M+H
173,173,186.110720033519 / 642.899963378906,186.111 / 642.9,C20673,186.111 / 642.9,N-Isovaleryl-L-homoserine lactone,C9H15NO3,185.1052,M+H
174,174,186.129065892893 / 210,186.129 / 210,C20324,186.129 / 210,(1S)-4-Hydroxy-223-trimethylcyclopent-3-enylacetate,C10H16O3,-,M+H_[+1]
175,175,186.182643751869 / 1305.59997558594,186.183 / 1305.6,C20243,186.183 / 1305.6,2-Methylisoborneol;1277-Tetramethyl-exo-bicycloheptan-2-ol,C11H20O,168.1514,M+NH4
176,176,187.124071632339 / 1035,187.124 / 1035,C20714,187.124 / 1035,3-Oxodecanoate,C10H18O3,186.1256,M+H
177,177,187.186308182616 / 1305.59997558594,187.186 / 1305.6,C20576,187.186 / 1305.6,Kunzeaol;6beta-Hydroxygermacra-1(10)4-diene;(1R2E6E10R)-37-Dimethyl-10-isopropylcyclodeca-26-dienol,C15H26O,222.1984,M+H-2H2O
178,178,188.068967746349 / 280.799987792969,188.069 / 280.8,C20258,188.069 / 280.8,(2S4S)-4-Hydroxy-2345-tetrahydrodipicolinate;(2S4S)-4-Hydroxy-2345-tetrahydropyridine-26-dicarboxylate;HTPA,C7H9NO5,187.0481,M+H
179,179,188.100476200848 / 60.9000015258789,188.1 / 60.9,C20234,188.1 / 60.9,5-Guanidino-3-methyl-2-oxopentanoate;5-Carbamimidamido-3-methyl-2-oxopentanoate,C7H13N3O3,187.0957,M+H
180,180,188.173734573499 / 45.2999992370605,188.174 / 45.3,C20560,188.174 / 45.3,N1-(3-Aminopropyl)agmatine;N1-Aminopropylagmatine,C8H21N5,187.1797,M+H
181,181,189.073726792555 / 332.099975585938,189.074 / 332.1,C16589,189.074 / 332.1,2-Oxosuberate;2-Oxooctanedionic acid;alpha-Ketosuberate,C8H12O5,188.0685,M+H
182,182,189.071399592787 / 280.799987792969,189.071 / 280.8,C20258,189.071 / 280.8,(2S4S)-4-Hydroxy-2345-tetrahydrodipicolinate;(2S4S)-4-Hydroxy-2345-tetrahydropyridine-26-dicarboxylate;HTPA,C7H9NO5,-,M+H_[+1]
183,183,189.086621439966 / 60.2999992370605,189.087 / 60.3,C20603,189.087 / 60.3,(3S)-3-Hydroxy-L-enduracididine,C6H12N4O3,188.0909,M+H
184,184,189.132986262598 / 48.2999992370605,189.133 / 48.3,C12989,189.133 / 48.3,N2-Acetyl-L-lysine;N(alpha)-Acetyllysine,C8H16N2O3,188.1161,M+H
185,185,189.158294935037 / 44.7000007629395,189.158 / 44.7,C18885,189.158 / 44.7,Propamocarb,C9H20N2O2,188.1525,M+H
186,186,190.047939588552 / 407.700012207031,190.048 / 407.7,C18621,190.048 / 407.7,3-Hydroxyquinaldic acid,C10H7NO3,189.0426,M+H
187,187,190.075985040531 / 68.0999984741211,190.076 / 68.1,C20635,190.076 / 68.1,Methyl (indol-3-yl)acetate,C11H11NO2,189.079,M+H
188,188,192.060566929581 / 39,192.061 / 39,C02107,192.061 / 39,(SS)-Tartaric acid;(SS)-Tartrate;D-Tartrate;D-Tartaric acid;(2S3S)-Tartaric acid;(-)-Tartaric acid,C4H6O6,150.0164,M+ACN+H
189,189,192.063303689003 / 430.5,192.063 / 430.5,C10897,192.063 / 430.5,Carbendazim;Mecarzole,C9H9N3O2,191.0695,M+H
190,190,192.063031630125 / 615.299987792969,192.063 / 615.3,C10897,192.063 / 615.3,Carbendazim;Mecarzole,C9H9N3O2,191.0695,M+H
191,191,192.102984382243 / 533.400024414062,192.103 / 533.4,C19477,192.103 / 533.4,N-Nitrosoanabasine;3-(1-Nitroso-2-piperidinyl)-pyridine,C10H13N3O,191.1059,M+H
192,192,193.094829097937 / 57.2999992370605,193.095 / 57.3,C20465,193.095 / 57.3,Coumaryl acetate,C11H12O3,192.0786,M+H
193,193,193.10565873912 / 533.699981689453,193.106 / 533.7,C19477,193.106 / 533.7,N-Nitrosoanabasine;3-(1-Nitroso-2-piperidinyl)-pyridine,C10H13N3O,-,M+H_[+1]
194,194,193.152843587613 / 49.0426368713379,193.153 / 49,C14698,193.153 / 49,4-n-Heptylphenol;p-Heptylphenol;p-Hydroxyheptylbenzene,C13H20O,192.1514,M+H
195,195,194.078830562283 / 619.5,194.079 / 619.5,C16789,194.079 / 619.5,Toxoflavine,C7H7N5O2,193.06,M+H
196,196,194.101527127866 / 126.599998474121,194.102 / 126.6,C19872,194.102 / 126.6,N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine;2-Methyl-4-amino-5-(formylaminomethyl)pyrimidine;FAMP,C7H10N4O,166.0855,2M+3H2O+2H
197,197,194.093783019613 / 879.376403808594,194.094 / 879.4,C19564,194.094 / 879.4,4-(Nitrosoamino)-1-(3-pyridinyl)-1-butanone,C9H11N3O2,193.0851,M+H
198,198,195.074273149678 / 196.5,195.074 / 196.5,C16982,195.074 / 196.5,Kakuol;Kakoul,C10H10O4,194.0579,M+H
199,199,195.08548676525 / 504.299987792969,195.085 / 504.3,C19086,195.085 / 504.3,Methiuron,C10H14N2S,194.0878,M+H
200,200,195.131671191928 / 52.5,195.132 / 52.5,C17002,195.132 / 52.5,Neocnidilide,C12H18O2,194.1307,M+H
201,201,196.05901055325 / 192,196.059 / 192,C20247,196.059 / 192,2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate;4-Methyl-5-2-(phosphonooxy)ethyl-13-thiazole-2-carboxylate;cThz-P,C7H10NO6PS,266.9966,M+3ACN+2H
202,202,196.058449097357 / 249,196.058 / 249,C19631,196.058 / 249,6-Hydroxy-3-succinoylpyridine;4-(6-Hydroxypyridin-3-yl)-4-oxobutanoate,C9H9NO4,195.0532,M+H
203,203,196.058574821919 / 631.5,196.059 / 631.5,C20247,196.059 / 631.5,2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate;4-Methyl-5-2-(phosphonooxy)ethyl-13-thiazole-2-carboxylate;cThz-P,C7H10NO6PS,266.9966,M+3ACN+2H
204,204,196.058374526364 / 548.100036621094,196.058 / 548.1,C20247,196.058 / 548.1,2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate;4-Methyl-5-2-(phosphonooxy)ethyl-13-thiazole-2-carboxylate;cThz-P,C7H10NO6PS,266.9966,M+3ACN+2H
205,205,197.064562810101 / 236.399993896484,197.065 / 236.4,C16360,197.065 / 236.4,37-Dimethyluric acid,C7H8N4O3,196.0596,M+H
206,206,197.064786504262 / 151.199996948242,197.065 / 151.2,C20452,197.065 / 151.2,Norsolorinic acid;Norsolorinate;2-Hexanoyl-1368-tetrahydroxy-910-anthraquinone,C20H18O7,370.1053,M+H+Na
207,207,197.078517620579 / 839.100036621094,197.079 / 839.1,C17455,197.079 / 839.1,Paeonilactone B,C10H12O4,196.0736,M+H
208,208,197.062078434487 / 249.300003051758,197.062 / 249.3,C19631,197.062 / 249.3,6-Hydroxy-3-succinoylpyridine;4-(6-Hydroxypyridin-3-yl)-4-oxobutanoate,C9H9NO4,-,M+H_[+1]
209,209,197.126072571338 / 464.100006103516,197.126 / 464.1,C14581,197.126 / 464.1,13-Diphenylpropane,C15H16,196.1252,M+H
210,210,198.067246460037 / 236.100006103516,198.067 / 236.1,C16360,198.067 / 236.1,37-Dimethyluric acid,C7H8N4O3,-,M+H_[+1]
211,211,199.080172876712 / 60.3000030517578,199.08 / 60.3,C19479,199.08 / 60.3,para-Nitrosodiphenylamine;4-Nitroso-N-phenyl-benzenamine,C12H10N2O,198.0793,M+H
212,212,199.094295457557 / 766.799987792969,199.094 / 766.8,C20789,199.094 / 766.8,7-Deoxyloganetate,C10H14O4,198.0892,M+H
213,213,199.083368229901 / 106.5,199.083 / 106.5,C19479,199.083 / 106.5,para-Nitrosodiphenylamine;4-Nitroso-N-phenyl-benzenamine,C12H10N2O,198.0793,M+H
214,214,199.105722451539 / 115.199996948242,199.106 / 115.2,C14340,199.106 / 115.2,4-Phenethylphenol;4-(2-Phenylethyl)phenol,C14H14O,198.1045,M+H
215,215,200.053010519555 / 126.89998626709,200.053 / 126.9,C16414,200.053 / 126.9,2-Amino-5-hydroxyl-4-hydroxylamino-6-nitrotoluene;4-Amino-6-hydroxylamino-3-methyl-2-nitrophenol,C7H9N3O4,199.0593,M+H
216,216,200.089822944768 / 102.299995422363,200.09 / 102.3,C06114,200.09 / 102.3,gamma-Glutamyl-beta-aminopropiononitrile;gamma-Glutamyl-3-aminopropiononitrile,C8H13N3O3,199.0957,M+H
217,217,200.089598909889 / 92.4000015258789,200.09 / 92.4,C04446,200.09 / 92.4,3-(34-Dihydroxypyridin-1-yl)-L-alanine,C8H11N2O4,199.0719,M+H
218,218,201.1095841405 / 692.099975585938,201.11 / 692.1,C16362,201.11 / 692.1,368-Trimethylallantoin,C7H12N4O3,200.0909,M+H
219,219,201.585540013592 / 155.849990844727,201.586 / 155.8,C13776,201.586 / 155.8,E-4031,C21H27N3O3S,401.1773,M+2H
220,220,202.045381604908 / 451.799987792969,202.045 / 451.8,C19378,202.045 / 451.8,Cyclamate;Sodium cyclamate,C6H12NO3SNa,201.0436,M+H
221,221,202.095849098842 / 503.699981689453,202.096 / 503.7,C18833,202.096 / 503.7,Fenfuram,C12H11NO2,201.079,M+H
222,222,202.116649014928 / 66,202.117 / 66,C02691,202.117 / 66,Heteropyrithiamine;1-(4-Amino-2-methylpyrimidin-5-yl)methylpyridinium,C11H13N4,201.114,M+H
223,223,202.140262213491 / 990.299987792969,202.14 / 990.3,C20793,202.14 / 990.3,3-Hydroxyoctanoate;3-Hydroxyoctanoic acid,C8H16O3,160.1099,M+ACN+H
224,224,203.079969241644 / 93.6000061035156,203.08 / 93.6,C19425,203.08 / 93.6,Fluoranthene,C16H10,202.0783,M+H
225,225,203.10796439736 / 843,203.108 / 843,C08992,203.108 / 843,Tremetone,C13H14O2,202.0994,M+H
226,226,203.125464896741 / 652.5,203.125 / 652.5,C18509,203.125 / 652.5,Dinotefuran,C7H14N4O3,202.1066,M+H
227,227,203.137211876875 / 57.9000015258789,203.137 / 57.9,C12288,203.137 / 57.9,alpha-Amylcinnamaldehyde;alpha-Pentylcinnamaldehyde,C14H18O,202.1358,M+H
228,228,204.084843869321 / 99.2999954223633,204.085 / 99.3,C15383,204.085 / 99.3,(5-Phenyl-124-triazol-3-yl)urea;3-Phenyl-5-ureido-124-triazole,C9H9N5O,203.0807,M+H
229,229,204.083160031932 / 929.700012207031,204.083 / 929.7,C15383,204.083 / 929.7,(5-Phenyl-124-triazol-3-yl)urea;3-Phenyl-5-ureido-124-triazole,C9H9N5O,203.0807,M+H
230,230,204.110303476776 / 643.799987792969,204.11 / 643.8,C20701,204.11 / 643.8,But-3-en-2-one;But-1-en-3-one;Methyl vinyl ketone;Butenone,C4H6O,70.0419,2M+ACN+Na
231,231,204.11057836334 / 256.200012207031,204.111 / 256.2,C11284,204.111 / 256.2,Indolebutyric acid;Indole-3-butyric acid;IBA,C12H13NO2,203.0946,M+H
232,232,204.110939565427 / 527.099975585938,204.111 / 527.1,C20701,204.111 / 527.1,But-3-en-2-one;But-1-en-3-one;Methyl vinyl ketone;Butenone,C4H6O,70.0419,2M+ACN+Na
233,233,204.121439428736 / 62.3272132873535,204.121 / 62.3,C20563,204.121 / 62.3,Brevianamide F;Cyclo(L-Trp-L-Pro),C16H17N3O2,283.1321,M+3ACN+2H
234,234,205.094511875465 / 280.799987792969,205.095 / 280.8,C19401,205.095 / 280.8,Dihydroaceanthrylene;12-Dihydroaceanthrylene,C16H12,204.0939,M+H
235,235,205.124564690344 / 62.1000003814697,205.125 / 62.1,C16694,205.125 / 62.1,Plastoquinone-1,C13H16O2,204.115,M+H
236,236,205.115906694621 / 256.200012207031,205.116 / 256.2,C11284,205.116 / 256.2,Indolebutyric acid;Indole-3-butyric acid;IBA,C12H13NO2,-,M+H_[+1]
237,237,205.221369315403 / 280.937805175781,205.221 / 280.9,C14499,205.221 / 280.9,12-Epoxyhexadecane,C16H32O,240.2453,M+H-2H2O
238,238,206.043106646604 / 299.100006103516,206.043 / 299.1,C08480,206.043 / 299.1,6-Hydroxykynurenic acid,C10H7NO4,205.0375,M+H
239,239,206.078516301255 / 776.100006103516,206.079 / 776.1,C00248,206.079 / 776.1,Lipoamide;Thioctic acid amide,C8H15NOS2,205.0595,M+H
240,240,206.097686711771 / 280.799987792969,206.098 / 280.8,C19401,206.098 / 280.8,Dihydroaceanthrylene;12-Dihydroaceanthrylene,C16H12,-,M+H_[+1]
241,241,206.099976373502 / 331.799987792969,206.1 / 331.8,C16589,206.1 / 331.8,2-Oxosuberate;2-Oxooctanedionic acid;alpha-Ketosuberate,C8H12O5,188.0685,M+NH4
242,242,206.132425253982 / 675,206.132 / 675,C07673,206.132 / 675,Phenformin;DBI,C10H15N5,205.1327,M+H
243,243,206.633499028306 / 674.757507324219,206.633 / 674.8,,,,,,
244,244,207.08241634016 / 776.099975585938,207.082 / 776.1,C00248,207.082 / 776.1,Lipoamide;Thioctic acid amide,C8H15NOS2,-,M+H_[+1]
245,245,207.101994182676 / 846.600036621094,207.102 / 846.6,C19407,207.102 / 846.6,14-Dimethylphenanthrene,C16H14,206.1096,M+H
246,246,208.037460046189 / 39,208.037 / 39,C18782,208.037 / 39,Dichlormid,C8H11Cl2NO,207.0218,M+H
247,247,208.062652499224 / 73.5,208.063 / 73.5,C19058,208.063 / 73.5,Benzthiazuron,C9H9N3OS,207.0466,M+H
248,248,208.094241529699 / 683.162963867188,208.094 / 683.2,C20126,208.094 / 683.2,Methylone;2-(Methylamino)-1-(13-benzodioxol-5-yl)-1-propanone,C11H13NO3,207.0895,M+H
249,249,209.089357599124 / 127.500015258789,209.089 / 127.5,C09816,209.089 / 127.5,Benzylsuccinate;(R)-2-Benzylsuccinate,C11H12O4,208.0736,M+H
250,250,209.094102972127 / 1034.84460449219,209.094 / 1034.8,C09816,209.094 / 1034.8,Benzylsuccinate;(R)-2-Benzylsuccinate,C11H12O4,208.0736,M+H
251,251,209.114437664474 / 1177.80004882812,209.114 / 1177.8,C18619,209.114 / 1177.8,4-Dimethylamino-L-phenylalanine,C11H16N2O2,208.1212,M+H
252,252,209.151376649235 / 1387.5,209.151 / 1387.5,C14236,209.151 / 1387.5,4-Heptyloxyphenol;p-n-Heptyloxyphenol,C13H20O2,208.1463,M+H
253,253,209.151452107261 / 1053.00012207031,209.151 / 1053,C14236,209.151 / 1053,4-Heptyloxyphenol;p-n-Heptyloxyphenol,C13H20O2,208.1463,M+H
254,254,210.058968223104 / 61.5,210.059 / 61.5,C17949,210.059 / 61.5,N-Acetyldemethylphosphinothricin;N-Adpt,C6H12NO5P,209.0453,M+H
255,255,210.073217625909 / 601.800048828125,210.073 / 601.8,C16420,210.073 / 601.8,4-Acetamido-2-amino-6-nitrotoluene,C9H11N3O3,209.08,M+H
256,256,210.089125147163 / 766.799987792969,210.089 / 766.8,C16604,210.089 / 766.8,2-Hydroxyiminostilbene,C14H11NO,209.0841,M+H
257,257,211.070821001656 / 118.800003051758,211.071 / 118.8,C20226,211.071 / 118.8,Benzil;12-Diphenylethane-12-dione,C14H10O2,210.0681,M+H
258,258,211.054832451726 / 331.800018310547,211.055 / 331.8,C19464,211.055 / 331.8,15-Naphthalene diisocyanate,C12H6N2O2,210.0429,M+H
259,259,211.141346015515 / 646.5,211.141 / 646.5,C17063,211.141 / 646.5,Salicifoline,C12H20NO2,210.1494,M+H
260,260,212.100641788923 / 53.0999984741211,212.101 / 53.1,C09946,212.101 / 53.1,Enicoflavine;3-(Aminomethylene)-alpha-ethenyltetrahydro-4-hydroxy-2-oxo-2H-pyran-4-acetaldehyde,C10H13NO4,211.0845,M+H
261,261,213.095467906977 / 184.800003051758,213.095 / 184.8,C20228,213.095 / 184.8,(R)-Benzoin,C14H12O2,212.0837,M+H
262,262,213.120708362886 / 50.7000007629395,213.121 / 50.7,C20790,213.121 / 50.7,7-Deoxyloganetin,C11H16O4,212.1049,M+H
263,263,214.032729035878 / 135.636291503906,214.033 / 135.6,C18662,214.033 / 135.6,Omethoate,C5H12NO4PS,213.0225,M+H
264,264,214.086417636201 / 1.79999995231628,214.086 / 1.8,C18915,214.086 / 1.8,Salicylanilide,C13H11NO2,213.079,M+H
265,265,214.086343358887 / 30,214.086 / 30,C18915,214.086 / 30,Salicylanilide,C13H11NO2,213.079,M+H
266,266,214.093188549014 / 519,214.093 / 519,C19542,214.093 / 519,Triaziquone;Tris(aziridinyl)-para-benzoquinone,C12H13N3O2,231.1008,M+H-H2O
267,267,214.213903900495 / 1575.59997558594,214.214 / 1575.6,C20200,214.214 / 1575.6,Baruol,C30H50O,426.3862,M+2H
268,268,215.014113150069 / 64.5991630554199,215.014 / 64.6,C19268,215.014 / 64.6,Niridazole,C6H6N4O3S,214.0161,M+H
269,269,215.136385711203 / 68.1000061035156,215.136 / 68.1,C04130,215.136 / 68.1,Methyl 2-diazoacetamidohexanoate,C9H16N3O3,214.1192,M+H
270,270,216.111117438793 / 683.099975585938,216.111 / 683.1,C19556,216.111 / 683.1,Tris(2-methyl-1-aziridinyl)phosphine oxide;Metepa,C9H18N3OP,215.1187,M+H
271,271,216.110852077341 / 290.586120605469,216.111 / 290.6,C13639,216.111 / 290.6,dl-Methylephedrine hydrochloride,C11H17NOHCl,215.1077,M+H
272,272,217.095497810658 / 495.600006103516,217.095 / 495.6,C18215,217.095 / 495.6,Bis(4-hydroxyphenyl)methanol,C13H12O3,216.0786,M+H
273,273,217.117203289983 / 765,217.117 / 765,C17064,217.117 / 765,Schizandrin,C24H32O7,432.2148,M+2H
274,274,217.115672674948 / 105.599998474121,217.116 / 105.6,C19455,217.116 / 105.6,3-Methylfluoranthene,C17H12,216.0939,M+H
275,275,217.115570667603 / 84,217.116 / 84,C20353,217.116 / 84,2-Deamino-2-hydroxyparomamine,C12H24N2O8,324.1533,2M+3H
276,276,217.118318959472 / 715.499938964844,217.118 / 715.5,C20464,217.118 / 715.5,Isochavicol;t-Anol;trans-Anol;(E)-4-Propenylphenol;(E)-4-Hydroxypropenylbenzene,C9H10O,134.0732,M+2ACN+H
277,277,217.145115242783 / 55.2000007629395,217.145 / 55.2,C16959,217.145 / 55.2,Furanodiene,C15H20O,216.1514,M+H
278,278,217.619595306132 / 764.700012207031,217.62 / 764.7,C20554,217.62 / 764.7,Paspalinine,C27H31NO4,433.2253,M+2H
279,279,218.112210932297 / 66.1467132568359,218.112 / 66.1,C18590,218.112 / 66.1,Pymetrozine,C10H11N5O,217.0964,M+H
280,280,218.12633824877 / 253.799995422363,218.126 / 253.8,C18914,218.126 / 253.8,Pyracarbolid,C13H15NO2,217.1103,M+H
281,281,218.130123083662 / 866.400024414062,218.13 / 866.4,C20737,218.13 / 866.4,6-Geranylgeranyl-2-methylbenzene-14-diol,C27H40O2,396.3028,M+H+K
282,282,218.1213640818 / 105.3151512146,218.121 / 105.3,C19455,218.121 / 105.3,3-Methylfluoranthene,C17H12,-,M+H_[+1]
283,283,218.137035457889 / 91.1999969482422,218.137 / 91.2,C15699,218.137 / 91.2,gamma-L-Glutamylputrescine,C9H19N3O3,217.1426,M+H
284,284,218.139503884639 / 152.699996948242,218.14 / 152.7,C20737,218.14 / 152.7,6-Geranylgeranyl-2-methylbenzene-14-diol,C27H40O2,396.3028,M+H+K
285,285,218.13004664842 / 765.899993896484,218.13 / 765.9,C20737,218.13 / 765.9,6-Geranylgeranyl-2-methylbenzene-14-diol,C27H40O2,396.3028,M+H+K
286,286,218.153567431794 / 54.9000015258789,218.154 / 54.9,C16959,218.154 / 54.9,Furanodiene,C15H20O,-,M+H_[+1]
287,287,218.256914236234 / 253.800003051758,218.257 / 253.8,C18962,218.257 / 253.8,Kelevan,C17H12Cl10O4,629.7621,M+2H+Na
288,288,218.405910952947 / 253.800003051758,218.406 / 253.8,C20445,218.406 / 253.8,Dihydrosterigmatocystin;DHST,C18H14O6,326.079,2M+3H
289,289,219.120660937112 / 692.099975585938,219.121 / 692.1,C20130,219.121 / 692.1,(S)-Mephenytoin,C12H14N2O2,218.1055,M+H
290,290,219.129457873617 / 253.799987792969,219.129 / 253.8,C18914,219.129 / 253.8,Pyracarbolid,C13H15NO2,-,M+H_[+1]
291,291,219.139983210185 / 91.1999969482422,219.14 / 91.2,C15699,219.14 / 91.2,gamma-L-Glutamylputrescine,C9H19N3O3,-,M+H_[+1]
292,292,219.167955426387 / 50.6999969482422,219.168 / 50.7,C20308,219.168 / 50.7,Artemisinic aldehyde,C15H22O,218.1671,M+H
293,293,220.05862936803 / 593.399963378906,220.059 / 593.4,C05830,220.059 / 593.4,8-Methoxykynurenate;Xanthurenic acid 8-methyl ether,C11H9NO4,219.0532,M+H
294,294,220.062104046458 / 101.699996948242,220.062 / 101.7,C18419,220.062 / 101.7,Oxamyl,C7H13N3O3S,219.0678,M+H
295,295,220.115526946361 / 169.800003051758,220.116 / 169.8,C14694,220.116 / 169.8,N-Phenyl-2-naphthylamine;Neozone;2-Phenylaminonaphthalene,C16H13N,219.1048,M+H
296,296,220.133236150148 / 843,220.133 / 843,C17229,220.133 / 843,Pentahomomethionine,C10H21NO2S,219.1293,M+H
297,297,220.171565453106 / 50.6904792785645,220.172 / 50.7,C20308,220.172 / 50.7,Artemisinic aldehyde,C15H22O,-,M+H_[+1]
298,298,221.089760371239 / 93.75,221.09 / 93.8,C19716,221.09 / 93.8,N-Hydroxy-L-tryptophan,C11H12N2O3,220.0848,M+H
299,299,221.118609368567 / 169.605476379395,221.119 / 169.6,C14694,221.119 / 169.6,N-Phenyl-2-naphthylamine;Neozone;2-Phenylaminonaphthalene,C16H13N,-,M+H_[+1]
300,300,221.136884474943 / 843,221.137 / 843,C17229,221.137 / 843,Pentahomomethionine,C10H21NO2S,-,M+H_[+1]
301,301,222.077410927949 / 88.7999954223633,222.077 / 88.8,C10909,222.077 / 88.8,Methabenzthiazuron,C10H11N3OS,221.0623,M+H
302,302,223.017968679923 / 72.9000015258789,223.018 / 72.9,C14356,223.018 / 72.9,35-Dichlorobiphenyl;PCB 14,C12H8Cl2,222.0003,M+H
303,303,223.094407542482 / 1141.80004882812,223.094 / 1141.8,C14614,223.094 / 1141.8,6-(Pentylthio)purine;6-Amylmercaptopurine,C10H14N4S,222.0939,M+H
304,304,223.094201028301 / 602.834777832031,223.094 / 602.8,C20225,223.094 / 602.8,Coniferyl acetate,C12H14O4,222.0892,M+H
305,305,223.097767231232 / 181.799987792969,223.098 / 181.8,C04543,223.098 / 181.8,Buthionine sulfoximine;S-Butyl-DL-homocysteine-SR-sulfoximine,C8H18N2O3S,222.1038,M+H
306,306,223.130044551742 / 1191.59997558594,223.13 / 1191.6,C18952,223.13 / 1191.6,Mexacarbate;Zectran,C12H18N2O2,222.1368,M+H
307,307,224.075639055896 / 92.0999946594238,224.076 / 92.1,C18953,224.076 / 92.1,Dioxacarb,C11H13NO4,223.0845,M+H
308,308,224.068930963929 / 123,224.069 / 123,C19686,224.069 / 123,3-(1-Carboxyvinyloxy)anthranilate;2-Amino-3-(1-carboxyethenyl)oxybenzoate,C10H9NO5,223.0481,M+H
309,309,225.108020369489 / 652.5,225.108 / 652.5,C20417,225.108 / 652.5,24-Dihydroxy-6-pentylbenzoate;Olivetolic acid,C12H16O4,224.1049,M+H
310,310,225.193891927557 / 1203.97668457031,225.194 / 1204,C11358,225.194 / 1204,D-(-)-Anaferine;(-)-Anaferine,C13H24N2O,224.1889,M+H
311,311,226.068510795171 / 320.400024414062,226.069 / 320.4,C18054,226.069 / 320.4,2-Amino-2-deoxyisochorismate;(2S)-2-Amino-4-deoxychorismate,C10H11NO5,225.0637,M+H
312,312,227.100209650487 / 157.5,227.1 / 157.5,C19342,227.1 / 157.5,Benzoghifluoranthene;213-Benzofluoranthene,C18H10,226.0783,M+H
313,313,227.090455638166 / 863.100036621094,227.09 / 863.1,C16365,227.09 / 863.1,5-Acetylamino-6-formylamino-3-methyluracil;AFMU,C8H10N4O4,226.0702,M+H
314,314,227.122947567188 / 48.9000015258789,227.123 / 48.9,C19142,227.123 / 48.9,Butopyronoxyl,C12H18O4,226.1205,M+H
315,315,227.125459758857 / 869.987091064453,227.125 / 870,C00386,227.125 / 870,Carnosine;Nalpha-(beta-alanyl)-L-histidine,C9H14N4O3,226.1066,M+H
316,316,227.160770094287 / 1053.00012207031,227.161 / 1053,C20514,227.161 / 1053,Cyclo(L-leucyl-L-leucyl);(3S6S)-36-Diisobutylpiperazine-25-dione,C12H22N2O2,226.1681,M+H
317,317,227.171270506938 / 74.4388275146484,227.171 / 74.4,C20724,227.171 / 74.4,()-Thujopsene,C15H24,204.1878,M+Na
318,318,228.125383067767 / 48.8999977111816,228.125 / 48.9,C19142,228.125 / 48.9,Butopyronoxyl,C12H18O4,-,M+H_[+1]
319,319,228.111402849629 / 527.100036621094,228.111 / 527.1,C10679,228.111 / 527.1,Flindersine,C14H13NO2,227.0946,M+H
320,320,228.229601545209 / 1630.80004882812,228.23 / 1630.8,C19661,228.23 / 1630.8,Cholestane,C27H48,372.3756,M+2ACN+2H
321,321,229.116171586389 / 52.5,229.116 / 52.5,C19541,229.116 / 52.5,Triphenylene,C18H12,228.0939,M+H
