"",index,raw data name,raw data name round,chemical_ID_xma,mz_time xma,Name_xma,Formula_xma,MonoisotopicMass_xma,Adduct_xma
"174",174,186.129065892893 / 210,186.129 / 210,HMDB40883,186.129 / 210,(E)-10-Oxo-8-decenoic acid,C10H16O3,-,M+H_[+1]
"175",175,186.182643751869 / 1305.59997558594,186.183 / 1305.6,HMDB40247,186.183 / 1305.6,2-Undecenal,C11H20O,168.151415262,M+NH4
"176",176,187.124071632339 / 1035,187.124 / 1035,HMDB41872,187.124 / 1035,Detomidine,C12H14N2,186.115698458,M+H
"177",177,187.186308182616 / 1305.59997558594,187.186 / 1305.6,HMDB59849,187.186 / 1305.6,(Z)-Farnesol,C15H26O,222.198365454,M+H-2H2O
"178",178,188.068967746349 / 280.799987792969,188.069 / 280.8,HMDB33249,188.069 / 280.8,6-Chloro-N-(1-methylethyl)-135-triazine-24-diamine,C6H10ClN5,187.062473052,M+H
"179",179,188.100476200848 / 60.9000015258789,188.1 / 60.9,HMDB40012,188.1 / 60.9,23-Dihydro-5-(5-methyl-2-furanyl)-1H-pyrrolizine,C12H13NO,187.099714043,M+H
"180",180,188.173734573499 / 45.2999992370605,188.174 / 45.3,HMDB60288,188.174 / 45.3,N(8)-Acetylspermidinium,C9H21N3O,187.168462309,M+H
"181",181,189.073726792555 / 332.099975585938,189.074 / 332.1,HMDB59767,189.074 / 332.1,Tetrahydro-25-furan-diacetic acid,C8H12O5,188.068473494,M+H
"182",182,189.071399592787 / 280.799987792969,189.071 / 280.8,HMDB33249,189.071 / 280.8,6-Chloro-N-(1-methylethyl)-135-triazine-24-diamine,C6H10ClN5,-,M+H_[+1]
"183",183,189.086621439966 / 60.2999992370605,189.087 / 60.3,HMDB41219,189.087 / 60.3,Allyl cinnamate,C12H12O2,188.083729628,M+H
"184",184,189.132986262598 / 48.2999992370605,189.133 / 48.3,HMDB59697,189.133 / 48.3,1-(236-trimethyl phenyl)-3-Buten-2-one,C13H16O,188.120115134,M+H
"185",185,189.158294935037 / 44.7000007629395,189.158 / 44.7,HMDB01325,189.158 / 44.7,N6N6N6-Trimethyl-L-lysine,C9H20N2O2,188.152477894,M+H
"186",186,190.047939588552 / 407.700012207031,190.048 / 407.7,HMDB60332,190.048 / 407.7,1-Nitronaphthalene-78-oxide,C10H7NO3,189.042593095,M+H
"187",187,190.075985040531 / 68.0999984741211,190.076 / 68.1,HMDB32499,190.076 / 68.1,Pyrrolidino-12E-4H-24-dimethyl-135-dithiazine,C8H15NS2,189.064590865,M+H
"188",188,192.060566929581 / 39,192.061 / 39,HMDB59916,192.061 / 39,23-Dihydroxybutanedioic acid,C4H6O6,150.016437924,M+ACN+H
"189",189,192.063303689003 / 430.5,192.063 / 430.5,HMDB31769,192.063 / 430.5,Carbendazim,C9H9N3O2,191.069476547,M+H
"190",190,192.063031630125 / 615.299987792969,192.063 / 615.3,HMDB31769,192.063 / 615.3,Carbendazim,C9H9N3O2,191.069476547,M+H
"191",191,192.102984382243 / 533.400024414062,192.103 / 533.4,HMDB41939,192.103 / 533.4,N-nitrosoanabasine,C10H13N3O,191.105862053,M+H
"192",192,193.094829097937 / 57.2999992370605,193.095 / 57.3,HMDB41481,193.095 / 57.3,4-(34-Methylenedioxyphenyl)-2-butanone,C11H12O3,192.07864425,M+H
"193",193,193.10565873912 / 533.699981689453,193.106 / 533.7,HMDB01427,193.106 / 533.7,5-Hydroxycotinine,C10H12N2O2,192.089877638,M+H
"194",194,193.152843587613 / 49.0426368713379,193.153 / 49,HMDB59883,193.153 / 49,alpha-Ionone,C13H20O,192.151415262,M+H
"195",195,194.078830562283 / 619.5,194.079 / 619.5,HMDB61163,194.079 / 619.5,N-Nitroso-3-hydroxypyrrolidine,C4H8N2O2,116.05857751,3M+H+K
"196",196,194.101527127866 / 126.599998474121,194.102 / 126.6,HMDB41500,194.102 / 126.6,1-Deoxy-D-glucitol,C6H14O5,166.084123558,2M+3H2O+2H
"197",197,194.093783019613 / 879.376403808594,194.094 / 879.4,HMDB60758,194.094 / 879.4,4-Anilino-4-oxobutanoic acid,C10H11NO3,193.073893223,M+H
"198",198,195.074273149678 / 196.5,195.074 / 196.5,HMDB59721,195.074 / 196.5,mono-Benzyl malonate,C10H10O4,194.057908808,M+H
"199",199,195.08548676525 / 504.299987792969,195.085 / 504.3,HMDB59801,195.085 / 504.3,9-Hydroxyphenanthrene,C14H10O,194.073164942,M+H
"200",200,195.131671191928 / 52.5,195.132 / 52.5,HMDB41610,195.132 / 52.5,(22-Diethoxyethyl)benzene,C12H18O2,194.13067982,M+H
"201",201,196.05901055325 / 192,196.059 / 192,HMDB61185,196.059 / 192,2-Pentendioate,C5H6O4,130.02660868,3M+2H
"202",202,196.058449097357 / 249,196.058 / 249,HMDB60602,196.058 / 249,N-acetyl-5-aminosalicylic acid,C9H9NO4,195.053157781,M+H
"203",203,196.058574821919 / 631.5,196.059 / 631.5,HMDB61185,196.059 / 631.5,2-Pentendioate,C5H6O4,130.02660868,3M+2H
"204",204,196.058374526364 / 548.100036621094,196.058 / 548.1,HMDB61185,196.058 / 548.1,2-Pentendioate,C5H6O4,130.02660868,3M+2H
"205",205,197.064562810101 / 236.399993896484,197.065 / 236.4,HMDB59704,197.065 / 236.4,39-Dimethyluric acid,C7H8N4O3,196.059640142,M+H
"206",206,197.064786504262 / 151.199996948242,197.065 / 151.2,HMDB61163,197.065 / 151.2,N-Nitroso-3-hydroxypyrrolidine,C4H8N2O2,116.05857751,3M+2Na
"207",207,197.078517620579 / 839.100036621094,197.079 / 839.1,HMDB61008,197.079 / 839.1,m-chlorophenylpiperazine (m-CPP),C10H13ClN2,196.076726133,M+H
"208",208,197.062078434487 / 249.300003051758,197.062 / 249.3,HMDB60602,197.062 / 249.3,N-acetyl-5-aminosalicylic acid,C9H9NO4,-,M+H_[+1]
"209",209,197.126072571338 / 464.100006103516,197.126 / 464.1,HMDB40551,197.126 / 464.1,L-alpha-Amino-1H-pyrrole-1-hexanoic acid,C10H16N2O2,196.121177766,M+H
"210",210,198.067246460037 / 236.100006103516,198.067 / 236.1,HMDB59704,198.067 / 236.1,39-Dimethyluric acid,C7H8N4O3,-,M+H_[+1]
"211",211,199.080172876712 / 60.3000030517578,199.08 / 60.3,HMDB36185,199.08 / 60.3,3-(2-Furanyl)-2-phenyl-2-propenal,C13H10O2,198.068079564,M+H
"212",212,199.094295457557 / 766.799987792969,199.094 / 766.8,HMDB59779,199.094 / 766.8,23-Methylene suberic acid,C10H14O4,198.089208936,M+H
"213",213,199.083368229901 / 106.5,199.083 / 106.5,HMDB36185,199.083 / 106.5,3-(2-Furanyl)-2-phenyl-2-propenal,C13H10O2,198.068079564,M+H
"214",214,199.105722451539 / 115.199996948242,199.106 / 115.2,HMDB32078,199.106 / 115.2,Dibenzyl ether,C14H14O,198.10446507,M+H
"215",215,200.053010519555 / 126.89998626709,200.053 / 126.9,HMDB30376,200.053 / 126.9,(S)-Isowillardiine,C7H9N3O4,199.059305791,M+H
"216",216,200.089822944768 / 102.299995422363,200.09 / 102.3,HMDB60477,200.09 / 102.3,gamma-Glutamyl-beta-aminopropiononitrile,C8H13N3O3,199.095691297,M+H
"217",217,200.089598909889 / 92.4000015258789,200.09 / 92.4,HMDB40443,200.09 / 92.4,3-Methyl-3H-imidazo45-fquinoxalin-2-amine,C10H9N5,199.085795313,M+H
"218",218,201.1095841405 / 692.099975585938,201.11 / 692.1,HMDB60606,201.11 / 692.1,Hydralazine acetone hydrazone,C11H12N4,200.106196404,M+H
"219",219,201.585540013592 / 155.849990844727,201.586 / 155.8,HMDB31254,201.586 / 155.8,Margrapine A,C21H23NO7,401.147452095,M+2H
"220",220,202.045381604908 / 451.799987792969,202.045 / 451.8,HMDB14868,202.045 / 451.8,Thiabendazole,C10H7N3S,201.036067929,M+H
"221",221,202.095849098842 / 503.699981689453,202.096 / 503.7,HMDB35170,202.096 / 503.7,12-Dihydro-11-dimethyl-2-oxo-44-bipyridinium(1),C12H13N2O,201.102788048,M+H
"222",222,202.116649014928 / 66,202.117 / 66,HMDB40007,202.117 / 66,23-Dihydro-6-methyl-5-(5-methyl-2-furanyl)-1H-pyrrolizine,C13H15NO,201.115364107,M+H
"223",223,202.140262213491 / 990.299987792969,202.14 / 990.3,HMDB59745,202.14 / 990.3,N-Acetylaminooctanoic acid,C10H19NO3,201.136493479,M+H
"224",224,203.079969241644 / 93.6000061035156,203.08 / 93.6,HMDB42002,203.08 / 93.6,Pyrene,C16H10,202.07825032,M+H
"225",225,203.10796439736 / 843,203.108 / 843,HMDB34266,203.108 / 843,L-Coprine,C8H14N2O4,202.095356946,M+H
"226",226,203.125464896741 / 652.5,203.125 / 652.5,HMDB59754,203.125 / 652.5,3-Methylazelaic acid,C10H18O4,202.120509064,M+H
"227",227,203.137211876875 / 57.9000015258789,203.137 / 57.9,HMDB39356,203.137 / 57.9,Panaquinquecol 5,C14H18O,202.135765198,M+H
"228",228,204.084843869321 / 99.2999954223633,204.085 / 99.3,HMDB28840,204.085 / 99.3,Glycyl-Glutamate,C7H11N2O5,203.066796472,M+H
"229",229,204.083160031932 / 929.700012207031,204.083 / 929.7,HMDB38440,204.083 / 929.7,1-Isothiocyanato-7-(methylthio)heptane,C9H17NS2,203.080240929,M+H
"230",230,204.110303476776 / 643.799987792969,204.11 / 643.8,HMDB61005,204.11 / 643.8,repaglinide aromatic amine,C22H28N2O4,384.204907394,M+H+Na
"231",231,204.11057836334 / 256.200012207031,204.111 / 256.2,HMDB60860,204.111 / 256.2,OR-1855,C11H13N3O,203.105862053,M+H
"232",232,204.110939565427 / 527.099975585938,204.111 / 527.1,HMDB61005,204.111 / 527.1,repaglinide aromatic amine,C22H28N2O4,384.204907394,M+H+Na
"233",233,204.121439428736 / 62.3272132873535,204.121 / 62.3,HMDB28951,204.121 / 62.3,Lysyl-Glycine,C8H17N3O3,203.126991425,M+H
"234",234,205.094511875465 / 280.799987792969,205.095 / 280.8,HMDB00929,205.095 / 280.8,L-Tryptophan,C11H12N2O2,204.089877638,M+H
"235",235,205.124564690344 / 62.1000003814697,205.125 / 62.1,HMDB28951,205.125 / 62.1,Lysyl-Glycine,C8H17N3O3,-,M+H_[+1]
"236",236,205.115906694621 / 256.200012207031,205.116 / 256.2,HMDB60860,205.116 / 256.2,OR-1855,C11H13N3O,-,M+H_[+1]
"237",237,205.221369315403 / 280.937805175781,205.221 / 280.9,HMDB59889,205.221 / 280.9,Isohexanol,C6H14O,102.10446507,2M+H
"238",238,206.043106646604 / 299.100006103516,206.043 / 299.1,HMDB33528,206.043 / 299.1,46-Dihydroxy-2-quinolinecarboxylic acid,C10H7NO4,205.037507717,M+H
"239",239,206.078516301255 / 776.100006103516,206.079 / 776.1,HMDB38461,206.079 / 776.1,1-Isothiocyanato-6-(methylsulfinyl)hexane,C8H15NOS2,205.059505487,M+H
"240",240,206.097686711771 / 280.799987792969,206.098 / 280.8,HMDB00929,206.098 / 280.8,L-Tryptophan,C11H12N2O2,-,M+H_[+1]
"241",241,206.099976373502 / 331.799987792969,206.1 / 331.8,HMDB59767,206.1 / 331.8,Tetrahydro-25-furan-diacetic acid,C8H12O5,188.068473494,M+NH4
"242",242,206.132425253982 / 675,206.132 / 675,HMDB15050,206.132 / 675,Phenformin,C10H15N5,205.132745505,M+H
"243",243,206.633499028306 / 674.757507324219,206.633 / 674.8,,,,,,
"244",244,207.08241634016 / 776.099975585938,207.082 / 776.1,HMDB38461,207.082 / 776.1,1-Isothiocyanato-6-(methylsulfinyl)hexane,C8H15NOS2,-,M+H_[+1]
"245",245,207.101994182676 / 846.600036621094,207.102 / 846.6,HMDB41410,207.102 / 846.6,23-Dihydro-6-methoxy-22-dimethyl-4H-1-benzopyran-4-one,C12H14O3,206.094294314,M+H
"246",246,208.037460046189 / 39,208.037 / 39,HMDB33136,208.037 / 39,2-Amino-4-hydroxy-6-pteridinecarboxylic acid,C7H5N5O3,207.039239051,M+H
"247",247,208.062652499224 / 73.5,208.063 / 73.5,HMDB61058,208.063 / 73.5,triazolopropionic acid,C9H9N3O3,207.064391169,M+H
"248",248,208.094241529699 / 683.162963867188,208.094 / 683.2,HMDB60608,208.094 / 683.2,N-isopropylterephthalamic acid,C11H13NO3,207.089543287,M+H
"249",249,209.089357599124 / 127.500015258789,209.089 / 127.5,HMDB41692,209.089 / 127.5,5-(35-Dihydroxyphenyl)-gamma-valerolactone,C11H12O4,208.073558872,M+H
"250",250,209.094102972127 / 1034.84460449219,209.094 / 1034.8,HMDB60757,209.094 / 1034.8,4-Aminobenzoyl-(beta)-alanine,C10H12N2O3,208.08479226,M+H
"251",251,209.114437664474 / 1177.80004882812,209.114 / 1177.8,HMDB60813,209.114 / 1177.8,Descarbonyl-lacosamide,C11H16N2O2,208.121177766,M+H
"252",252,209.151376649235 / 1387.5,209.151 / 1387.5,HMDB41636,209.151 / 1387.5,(3R8E)-3-Hydroxy-58-megastigmadien-7-one,C13H20O2,208.146329884,M+H
"253",253,209.151452107261 / 1053.00012207031,209.151 / 1053,HMDB41636,209.151 / 1053,(3R8E)-3-Hydroxy-58-megastigmadien-7-one,C13H20O2,208.146329884,M+H
"254",254,210.058968223104 / 61.5,210.059 / 61.5,HMDB00289,210.059 / 61.5,Uric acid,C5H4N4O3,168.028340014,M+ACN+H
"255",255,210.073217625909 / 601.800048828125,210.073 / 601.8,HMDB60384,210.073 / 601.8,4-Acetamido-2-amino-6-nitrotoluene,C9H11N3O3,209.080041233,M+H
"256",256,210.089125147163 / 766.799987792969,210.089 / 766.8,HMDB60652,210.089 / 766.8,2-Hydroxyiminostilbene,C14H11NO,209.084063979,M+H
"257",257,211.070821001656 / 118.800003051758,211.071 / 118.8,HMDB36431,211.071 / 118.8,139-Trimethyluric acid,C8H10N4O3,210.075290206,M+H
"258",258,211.054832451726 / 331.800018310547,211.055 / 331.8,HMDB29881,211.055 / 331.8,D-Glucaric acid,C6H10O8,210.037567296,M+H
"259",259,211.141346015515 / 646.5,211.141 / 646.5,HMDB41573,211.141 / 646.5,3-Ethenyl-25-dimethyl-4-oxohex-5-en-2-yl acetate,C12H18O3,210.125594442,M+H
"260",260,212.100641788923 / 53.0999984741211,212.101 / 53.1,HMDB60747,212.101 / 53.1,3-O-Methyl-a-methyldopa,C10H13NO4,211.084457909,M+H
"261",261,213.095467906977 / 184.800003051758,213.095 / 184.8,HMDB37153,213.095 / 184.8,S-25-Dimethyl-3-furanyl 3-methylbutanethioate,C11H16O2S,212.087100446,M+H
"262",262,213.120708362886 / 50.7000007629395,213.121 / 50.7,HMDB59744,213.121 / 50.7,34-Methyleneazelaic acid,C11H16O4,212.104859,M+H
"263",263,214.032729035878 / 135.636291503906,214.033 / 135.6,HMDB32357,214.033 / 135.6,N-Lactoyl ethanolamine phosphate,C5H12NO6P,213.040223633,M+H
"264",264,214.086417636201 / 1.79999995231628,214.086 / 1.8,HMDB32422,214.086 / 1.8,2-(4-Methyl-5-thiazolyl)ethyl isobutyrate,C10H15NO2S,213.082349419,M+H
"265",265,214.086343358887 / 30,214.086 / 30,HMDB32422,214.086 / 30,2-(4-Methyl-5-thiazolyl)ethyl isobutyrate,C10H15NO2S,213.082349419,M+H
"266",266,214.093188549014 / 519,214.093 / 519,HMDB15377,214.093 / 519,Isocarboxazid,C12H13N3O2,231.100776675,M+H-H2O
"267",267,214.213903900495 / 1575.59997558594,214.214 / 1575.6,HMDB59961,214.214 / 1575.6,NNN-Trimethylethenaminium,C5H12N,86.096974389,2M+ACN+H
"268",268,215.014113150069 / 64.5991630554199,215.014 / 64.6,HMDB61185,215.014 / 64.6,2-Pentendioate,C5H6O4,130.02660868,3M+H+K
"269",269,215.136385711203 / 68.1000061035156,215.136 / 68.1,HMDB29135,215.136 / 68.1,Valyl-Proline,C10H18N2O3,214.131742452,M+H
"270",270,216.111117438793 / 683.099975585938,216.111 / 683.1,HMDB13124,216.111 / 683.1,Propenoylcarnitine,C10H17NO4,215.115758037,M+H
"271",271,216.110852077341 / 290.586120605469,216.111 / 290.6,HMDB41830,216.111 / 290.6,Atrazine,C8H14ClN5,215.09377318,M+H
"272",272,217.095497810658 / 495.600006103516,217.095 / 495.6,HMDB38017,217.095 / 495.6,Ethyl 2-phenyl-3-furancarboxylate,C13H12O3,216.07864425,M+H
"273",273,217.117203289983 / 765,217.117 / 765,HMDB40390,217.117 / 765,Erinacine B,C25H36O6,432.251188884,M+2H
"274",274,217.115672674948 / 105.599998474121,217.116 / 105.6,HMDB40833,217.116 / 105.6,3-4-Hydroxy-3-(3-methyl-2-butenyl)phenyl-2-propenal,C14H16O2,216.115029756,M+H
"275",275,217.115570667603 / 84,217.116 / 84,HMDB61051,217.116 / 84,N-desmethyltoremifene,C25H26ClNO,391.170292166,M+ACN+2H
"276",276,217.118318959472 / 715.499938964844,217.118 / 715.5,HMDB61051,217.118 / 715.5,N-desmethyltoremifene,C25H26ClNO,391.170292166,M+ACN+2H
"277",277,217.145115242783 / 55.2000007629395,217.145 / 55.2,HMDB59863,217.145 / 55.2,110-Oxidocalamenene,C15H20O,216.151415262,M+H
"278",278,217.619595306132 / 764.700012207031,217.62 / 764.7,HMDB60681,217.62 / 764.7,4-Hydroxy-26-dimethylaniline,C8H11NO,137.084063979,3M+H+Na
"279",279,218.112210932297 / 66.1467132568359,218.112 / 66.1,HMDB41793,218.112 / 66.1,1-Aminopyrene,C16H11N,217.089149357,M+H
"280",280,218.12633824877 / 253.799995422363,218.126 / 253.8,HMDB60961,218.126 / 253.8,N-desisopropylpropranolol,C13H15NO2,217.110278729,M+H
"281",281,218.130123083662 / 866.400024414062,218.13 / 866.4,HMDB61178,218.13 / 866.4,Trandolapril-d5 Diketopiperazine,C24H32N2O4,412.236207522,M+H+Na
"282",282,218.1213640818 / 105.3151512146,218.121 / 105.3,HMDB40833,218.121 / 105.3,3-4-Hydroxy-3-(3-methyl-2-butenyl)phenyl-2-propenal,C14H16O2,-,M+H_[+1]
"283",283,218.137035457889 / 91.1999969482422,218.137 / 91.2,HMDB60442,218.137 / 91.2,beta-Alanyl-L-lysine,C9H19N3O3,217.142641489,M+H
"284",284,218.139503884639 / 152.699996948242,218.14 / 152.7,HMDB60738,218.14 / 152.7,3-Amino-1-hydroxy-57-dimethyl-adamantane,C12H21NO,195.162314299,M+Na
"285",285,218.13004664842 / 765.899993896484,218.13 / 765.9,HMDB61178,218.13 / 765.9,Trandolapril-d5 Diketopiperazine,C24H32N2O4,412.236207522,M+H+Na
"286",286,218.153567431794 / 54.9000015258789,218.154 / 54.9,HMDB59863,218.154 / 54.9,110-Oxidocalamenene,C15H20O,-,M+H_[+1]
"287",287,218.256914236234 / 253.800003051758,218.257 / 253.8,HMDB35290,218.257 / 253.8,Bis(m-methanethiolato)tetranitrosyldiiron,C2H6Fe2N4O4S2,325.852930346,2M+3H
"288",288,218.405910952947 / 253.800003051758,218.406 / 253.8,HMDB60077,218.406 / 253.8,cis-beta-D-Glucosyl-2-hydroxycinnamate,C15H18O8,326.100167552,2M+3H
"289",289,219.120660937112 / 692.099975585938,219.121 / 692.1,HMDB41313,219.121 / 692.1,Pantothenamide,C9H18N2O4,218.126657074,M+H
"290",290,219.129457873617 / 253.799987792969,219.129 / 253.8,HMDB60961,219.129 / 253.8,N-desisopropylpropranolol,C13H15NO2,-,M+H_[+1]
"291",291,219.139983210185 / 91.1999969482422,219.14 / 91.2,HMDB60442,219.14 / 91.2,beta-Alanyl-L-lysine,C9H19N3O3,-,M+H_[+1]
"292",292,219.167955426387 / 50.6999969482422,219.168 / 50.7,HMDB40686,219.168 / 50.7,Isohumbertiol,C15H22O,218.167065326,M+H
"293",293,220.05862936803 / 593.399963378906,220.059 / 593.4,HMDB60426,220.059 / 593.4,8-Methoxykynurenate,C11H9NO4,219.053157781,M+H
"294",294,220.062104046458 / 101.699996948242,220.062 / 101.7,HMDB60426,220.062 / 101.7,8-Methoxykynurenate,C11H9NO4,219.053157781,M+H
"295",295,220.115526946361 / 169.800003051758,220.116 / 169.8,HMDB40032,220.116 / 169.8,2-Hexylbenzothiazole,C13H17NS,219.108170239,M+H
"296",296,220.133236150148 / 843,220.133 / 843,HMDB42008,220.133 / 843,Ritalinic acid,C13H17NO2,219.125928793,M+H
"297",297,220.171565453106 / 50.6904792785645,220.172 / 50.7,HMDB40686,220.172 / 50.7,Isohumbertiol,C15H22O,-,M+H_[+1]
"298",298,221.089760371239 / 93.75,221.09 / 93.8,HMDB61174,221.09 / 93.8,p-Hydroxyl-ethotoin,C11H12N2O3,220.08479226,M+H
"299",299,221.118609368567 / 169.605476379395,221.119 / 169.6,HMDB40032,221.119 / 169.6,2-Hexylbenzothiazole,C13H17NS,-,M+H_[+1]
"300",300,221.136884474943 / 843,221.137 / 843,HMDB42008,221.137 / 843,Ritalinic acid,C13H17NO2,-,M+H_[+1]
"301",301,222.077410927949 / 88.7999954223633,222.077 / 88.8,HMDB38991,222.077 / 88.8,Methyl dioxindole-3-acetate,C11H11NO4,221.068807845,M+H
"302",302,223.017968679923 / 72.9000015258789,223.018 / 72.9,HMDB60660,223.018 / 72.9,6-Mercaptopurine ribonucleoside 5-diphosphate,C10H14N4O10P2S,443.990586402,M+2H
"303",303,223.094407542482 / 1141.80004882812,223.094 / 1141.8,HMDB31593,223.094 / 1141.8,5-Methyl-23-hexanedione,C7H12O2,128.083729628,3M+Na+K
"304",304,223.094201028301 / 602.834777832031,223.094 / 602.8,HMDB41379,223.094 / 602.8,23-Dihydro-3-hydroxy-6-methoxy-22-dimethyl-4H-1-benzopyran-4-one,C12H14O4,222.089208936,M+H
"305",305,223.097767231232 / 181.799987792969,223.098 / 181.8,HMDB31272,223.098 / 181.8,Ethyl (E)-2-nonenoate,C11H20O2,184.146329884,2M+2K
"306",306,223.130044551742 / 1191.59997558594,223.13 / 1191.6,HMDB60921,223.13 / 1191.6,3-Hydroxyibuprofen,C13H18O3,222.125594442,M+H
"307",307,224.075639055896 / 92.0999946594238,224.076 / 92.1,HMDB13068,224.076 / 92.1,Salsolinol 1-carboxylate,C11H13NO4,223.084457909,M+H
"308",308,224.068930963929 / 123,224.069 / 123,HMDB39495,224.069 / 123,2-(Malonylamino)benzoic acid,C10H9NO5,223.048072403,M+H
"309",309,225.108020369489 / 652.5,225.108 / 652.5,HMDB41008,225.108 / 652.5,1-Methyl-6-phenyl-1H-imidazo45-bpyridin-2-amine,C13H12N4,224.106196404,M+H
"310",310,225.193891927557 / 1203.97668457031,225.194 / 1204,HMDB39129,225.194 / 1204,Goshuyic acid,C14H24O2,224.177630012,M+H
"311",311,226.068510795171 / 320.400024414062,226.069 / 320.4,HMDB60026,226.069 / 320.4,Vanilloylglycine,C10H11NO5,225.063722467,M+H
"312",312,227.100209650487 / 157.5,227.1 / 157.5,HMDB60736,227.1 / 157.5,3-(4-Hydroxy-3-methoxyphenyl)-2-methyllactic acid,C11H14O5,226.084123558,M+H
"313",313,227.090455638166 / 863.100036621094,227.09 / 863.1,HMDB11105,227.09 / 863.1,5-Acetylamino-6-formylamino-3-methyluracil,C8H10N4O4,226.070204828,M+H
"314",314,227.122947567188 / 48.9000015258789,227.123 / 48.9,HMDB59729,227.123 / 48.9,34-Methylenesebacic acid,C12H18O4,226.120509064,M+H
"315",315,227.125459758857 / 869.987091064453,227.125 / 870,HMDB28878,227.125 / 870,Histidinyl-Alanine,C9H14N4O3,226.106590334,M+H
"316",316,227.160770094287 / 1053.00012207031,227.161 / 1053,HMDB40615,227.161 / 1053,45-Dihydrovomifoliol,C13H22O3,226.15689457,M+H
"317",317,227.171270506938 / 74.4388275146484,227.171 / 74.4,HMDB31041,227.171 / 74.4,(8E15E)-1815-Heptadecatriene-1113-diyne,C17H22,226.172150704,M+H
"318",318,228.125383067767 / 48.8999977111816,228.125 / 48.9,HMDB59729,228.125 / 48.9,34-Methylenesebacic acid,C12H18O4,-,M+H_[+1]
"319",319,228.111402849629 / 527.100036621094,228.111 / 527.1,HMDB60861,228.111 / 527.1,OR-1896,C13H15N3O2,245.116426739,M+H-H2O
"320",320,228.229601545209 / 1630.80004882812,228.23 / 1630.8,HMDB41632,228.23 / 1630.8,5alpha-Cholestane,C27H48,372.375601536,M+2ACN+2H
"321",321,229.116171586389 / 52.5,229.116 / 52.5,HMDB32496,229.116 / 52.5,Propyl propane thiosulfonate,C11H16O5,228.099773622,M+H
"322",322,229.115597958456 / 318.150009155273,229.116 / 318.2,HMDB40573,229.116 / 318.2,Tetraacetylethylenediamine,C10H16N2O4,228.11100701,M+H
"323",323,229.14101898171 / 850.5,229.141 / 850.5,HMDB60605,229.141 / 850.5,Metyrapol,C14H16N2O,228.126263144,M+H
"324",324,229.152597385167 / 64.5,229.153 / 64.5,HMDB61162,229.153 / 64.5,N-Mononitrosopiperazine,C5H10N2O,114.079312952,2M+H
"325",325,229.152610238768 / 86.7000045776367,229.153 / 86.7,HMDB30994,229.153 / 86.7,5-Heptyltetrahydro-2-oxo-3-furancarboxylic acid,C12H20O4,228.136159128,M+H
"326",326,229.286279731801 / 86.7000045776367,229.286 / 86.7,HMDB37617,229.286 / 86.7,xi-23-Dimethylhexane,C8H18,114.140850576,2M+H
"327",327,229.286002389122 / 63.9089775085449,229.286 / 63.9,HMDB37617,229.286 / 63.9,xi-23-Dimethylhexane,C8H18,114.140850576,2M+H
"328",328,229.375562974601 / 86.6999969482422,229.376 / 86.7,HMDB60586,229.376 / 86.7,N-Trifluoroacetyladriamycinol,C29H30F3NO12,641.172010044,M+H+2Na
"329",329,229.437236414649 / 86.7000045776367,229.437 / 86.7,HMDB60154,229.437 / 86.7,12-Oxo-c-LTB3,C30H47N3O10S,641.298215429,M+H+2Na
"330",330,229.579910014823 / 1714.80002441406,229.58 / 1714.8,HMDB60991,229.58 / 1714.8,hydroxychlorpromazine,C17H19ClN2OS,334.090661637,M+3ACN+2H
"331",331,230.137095025304 / 111.900001525879,230.137 / 111.9,HMDB13126,230.137 / 111.9,Butenylcarnitine,C11H19NO4,229.131408101,M+H
"332",332,230.1552913263 / 86.6999969482422,230.155 / 86.7,HMDB39106,230.155 / 86.7,24-Undecadiene-810-diynoic acid isobutylamide,C15H19NO,229.146664235,M+H
"333",333,230.156819821691 / 64.3012351989746,230.157 / 64.3,HMDB61157,230.157 / 64.3,N-(2-Hydroxyethyl)-morpholine N-oxide,C6H13NO3,147.089543287,M+2ACN+H
"334",334,230.183854614756 / 210,230.184 / 210,HMDB13267,230.184 / 210,N-Decanoylglycine,C12H23NO3,229.167793607,M+H
"335",335,230.988220951976 / 64.5,230.988 / 64.5,HMDB15251,230.988 / 64.5,Diazoxide,C8H7ClN2O2S,229.991675875,M+H
"336",336,231.066677745665 / 249.900024414062,231.067 / 249.9,HMDB39670,231.067 / 249.9,33-Dithiobis45-dihydro-2-methylfuran,C10H14O2S2,230.043521072,M+H
"337",337,231.081982950826 / 171.596878051758,231.082 / 171.6,HMDB61143,231.082 / 171.6,Hydralazine pyruvate hydrazone,C11H10N4O2,230.080375584,M+H
"338",338,231.131581528079 / 132.165084838867,231.132 / 132.2,HMDB41448,231.132 / 132.2,Dicyclohexyl disulfide,C12H22S2,230.116292084,M+H
"339",339,231.130738906535 / 257.111602783203,231.131 / 257.1,HMDB41448,231.131 / 257.1,Dicyclohexyl disulfide,C12H22S2,230.116292084,M+H
"340",340,231.139153045606 / 1060.20007324219,231.139 / 1060.2,HMDB29128,231.139 / 1060.2,Valyl-Hydroxyproline,C10H18N2O4,230.126657074,M+H
"341",341,231.14745027352 / 64.3926620483398,231.147 / 64.4,HMDB41614,231.147 / 64.4,Dipropyl hexanedioate,C12H22O4,230.151809192,M+H
"342",342,231.156145652428 / 849.299987792969,231.156 / 849.3,HMDB29131,231.156 / 849.3,Valyl-Leucine,C11H22N2O3,230.16304258,M+H
